scientificName,thr_lev2,stressName,thr_lev1,thr_lev1name,thr_lev2name
Acropora donei,8.1,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Acropora donei,8.1,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Acropora donei,9.2,Ecosystem stresses,9,Pollution,Industrial & military effluents
Acropora donei,9.1,Ecosystem stresses,9,Pollution,Domestic & urban waste water
Acropora donei,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Acropora donei,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Acropora donei,5.4,Species mortality,5,Biological resource use,Fishing & harvesting aquatic resources
Acropora donei,4.3,Ecosystem stresses,4,Transportation & service corridors,Shipping lanes
Acropora donei,8.2,Species mortality,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Acropora donei,8.2,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Acropora donei,8.2,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Lobophyllia serratus,9.5,Ecosystem stresses,9,Pollution,Air-borne pollutants
Lobophyllia serratus,11.3,Ecosystem stresses,11,Climate change & severe weather,Temperature extremes
Lobophyllia serratus,11.3,Species mortality,11,Climate change & severe weather,Temperature extremes
Lobophyllia serratus,11.3,Species disturbance,11,Climate change & severe weather,Temperature extremes
Lobophyllia serratus,11.3,Indirect species effects,11,Climate change & severe weather,Temperature extremes
Lobophyllia serratus,11.4,Ecosystem stresses,11,Climate change & severe weather,Storms & flooding
Lobophyllia serratus,9.3,Ecosystem stresses,9,Pollution,Agricultural & forestry effluents
Lobophyllia serratus,1.2,Ecosystem stresses,1,Residential & commercial development,Commercial & industrial areas
Lobophyllia serratus,6.1,Species disturbance,6,Human intrusions & disturbance,Recreational activities
Lobophyllia serratus,5.4,Ecosystem stresses,5,Biological resource use,Fishing & harvesting aquatic resources
Lobophyllia serratus,9.2,Ecosystem stresses,9,Pollution,Industrial & military effluents
Lobophyllia serratus,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Lobophyllia serratus,8.1,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Lobophyllia serratus,8.1,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Lobophyllia serratus,9.1,Ecosystem stresses,9,Pollution,Domestic & urban waste water
Lobophyllia serratus,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Lobophyllia serratus,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Lobophyllia serratus,5.4,Species mortality,5,Biological resource use,Fishing & harvesting aquatic resources
Lobophyllia serratus,4.3,Ecosystem stresses,4,Transportation & service corridors,Shipping lanes
Lobophyllia serratus,8.2,Species mortality,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Lobophyllia serratus,8.2,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Lobophyllia serratus,8.2,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Euphyllia paraglabrescens,9.5,Ecosystem stresses,9,Pollution,Air-borne pollutants
Euphyllia paraglabrescens,11.3,Ecosystem stresses,11,Climate change & severe weather,Temperature extremes
Euphyllia paraglabrescens,11.3,Species mortality,11,Climate change & severe weather,Temperature extremes
Euphyllia paraglabrescens,11.3,Species disturbance,11,Climate change & severe weather,Temperature extremes
Euphyllia paraglabrescens,11.3,Indirect species effects,11,Climate change & severe weather,Temperature extremes
Euphyllia paraglabrescens,11.4,Ecosystem stresses,11,Climate change & severe weather,Storms & flooding
Euphyllia paraglabrescens,9.3,Ecosystem stresses,9,Pollution,Agricultural & forestry effluents
Euphyllia paraglabrescens,1.2,Ecosystem stresses,1,Residential & commercial development,Commercial & industrial areas
Euphyllia paraglabrescens,6.1,Species disturbance,6,Human intrusions & disturbance,Recreational activities
Euphyllia paraglabrescens,5.4,Ecosystem stresses,5,Biological resource use,Fishing & harvesting aquatic resources
Euphyllia paraglabrescens,9.2,Ecosystem stresses,9,Pollution,Industrial & military effluents
Euphyllia paraglabrescens,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Euphyllia paraglabrescens,8.1,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Euphyllia paraglabrescens,8.1,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Euphyllia paraglabrescens,9.1,Ecosystem stresses,9,Pollution,Domestic & urban waste water
Euphyllia paraglabrescens,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Euphyllia paraglabrescens,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Euphyllia paraglabrescens,5.4,Species mortality,5,Biological resource use,Fishing & harvesting aquatic resources
Euphyllia paraglabrescens,4.3,Ecosystem stresses,4,Transportation & service corridors,Shipping lanes
Euphyllia paraglabrescens,8.2,Species mortality,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Euphyllia paraglabrescens,8.2,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Euphyllia paraglabrescens,8.2,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Montipora flabellata,9.5,Ecosystem stresses,9,Pollution,Air-borne pollutants
Montipora flabellata,11.3,Ecosystem stresses,11,Climate change & severe weather,Temperature extremes
Montipora flabellata,11.3,Species mortality,11,Climate change & severe weather,Temperature extremes
Montipora flabellata,11.3,Species disturbance,11,Climate change & severe weather,Temperature extremes
Montipora flabellata,11.3,Indirect species effects,11,Climate change & severe weather,Temperature extremes
Montipora flabellata,11.4,Ecosystem stresses,11,Climate change & severe weather,Storms & flooding
Montipora flabellata,9.3,Ecosystem stresses,9,Pollution,Agricultural & forestry effluents
Montipora flabellata,1.2,Ecosystem stresses,1,Residential & commercial development,Commercial & industrial areas
Montipora flabellata,6.1,Species disturbance,6,Human intrusions & disturbance,Recreational activities
Montipora flabellata,5.4,Ecosystem stresses,5,Biological resource use,Fishing & harvesting aquatic resources
Montipora flabellata,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Montipora flabellata,8.1,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Montipora flabellata,8.1,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Montipora flabellata,9.2,Ecosystem stresses,9,Pollution,Industrial & military effluents
Montipora flabellata,9.1,Ecosystem stresses,9,Pollution,Domestic & urban waste water
Montipora flabellata,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Montipora flabellata,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Montipora flabellata,5.4,Species mortality,5,Biological resource use,Fishing & harvesting aquatic resources
Montipora flabellata,4.3,Ecosystem stresses,4,Transportation & service corridors,Shipping lanes
Montipora flabellata,8.2,Species mortality,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Montipora flabellata,8.2,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Montipora flabellata,8.2,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Acropora kimbeensis,9.5,Ecosystem stresses,9,Pollution,Air-borne pollutants
Acropora kimbeensis,11.3,Ecosystem stresses,11,Climate change & severe weather,Temperature extremes
Acropora kimbeensis,11.3,Species mortality,11,Climate change & severe weather,Temperature extremes
Acropora kimbeensis,11.3,Species disturbance,11,Climate change & severe weather,Temperature extremes
Acropora kimbeensis,11.3,Indirect species effects,11,Climate change & severe weather,Temperature extremes
Acropora kimbeensis,11.4,Ecosystem stresses,11,Climate change & severe weather,Storms & flooding
Acropora kimbeensis,9.3,Ecosystem stresses,9,Pollution,Agricultural & forestry effluents
Acropora kimbeensis,1.2,Ecosystem stresses,1,Residential & commercial development,Commercial & industrial areas
Acropora kimbeensis,6.1,Species disturbance,6,Human intrusions & disturbance,Recreational activities
Acropora kimbeensis,5.4,Ecosystem stresses,5,Biological resource use,Fishing & harvesting aquatic resources
Acropora kimbeensis,9.2,Ecosystem stresses,9,Pollution,Industrial & military effluents
Acropora kimbeensis,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Acropora kimbeensis,8.1,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Acropora kimbeensis,8.1,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Acropora kimbeensis,9.1,Ecosystem stresses,9,Pollution,Domestic & urban waste water
Acropora kimbeensis,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Acropora kimbeensis,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Acropora kimbeensis,5.4,Species mortality,5,Biological resource use,Fishing & harvesting aquatic resources
Acropora kimbeensis,4.3,Ecosystem stresses,4,Transportation & service corridors,Shipping lanes
Acropora kimbeensis,8.2,Species mortality,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Acropora kimbeensis,8.2,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Acropora kimbeensis,8.2,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Turbinaria heronensis,9.5,Ecosystem stresses,9,Pollution,Air-borne pollutants
Turbinaria heronensis,11.3,Ecosystem stresses,11,Climate change & severe weather,Temperature extremes
Turbinaria heronensis,11.3,Species mortality,11,Climate change & severe weather,Temperature extremes
Turbinaria heronensis,11.3,Species disturbance,11,Climate change & severe weather,Temperature extremes
Turbinaria heronensis,11.3,Indirect species effects,11,Climate change & severe weather,Temperature extremes
Turbinaria heronensis,11.4,Ecosystem stresses,11,Climate change & severe weather,Storms & flooding
Turbinaria heronensis,9.3,Ecosystem stresses,9,Pollution,Agricultural & forestry effluents
Turbinaria heronensis,1.2,Ecosystem stresses,1,Residential & commercial development,Commercial & industrial areas
Turbinaria heronensis,6.1,Species disturbance,6,Human intrusions & disturbance,Recreational activities
