scientificName,redlistCategory,actions,other_threats,smallpop
Plethodontohyla brevipes,Vulnerable,NA,NA,NA
Rhombophryne guentherpetersi,Endangered,NA,NA,NA
Rhombophryne testudo,Endangered,NA,NA,NA
Scaphiophryne boribory,Vulnerable,NA,NA,NA
Scaphiophryne gottlebei,Endangered,NA,yes,NA
Scaphiophryne marmorata,Vulnerable,NA,NA,NA
Anilany helenae,Critically Endangered,yes,NA,NA
Stumpffia pygmaea,Endangered,NA,NA,NA
Stumpffia roseifemoralis,Endangered,NA,NA,NA
Boophis sambirano,Endangered,NA,NA,NA
Mantidactylus bourgati,Endangered,NA,NA,NA
Mantidactylus delormei,Endangered,NA,NA,NA
Anodonthyla vallani,Critically Endangered,yes,NA,NA
Cophyla karenae,Critically Endangered,NA,NA,NA
Rhombophryne vaventy,Endangered,NA,NA,NA
Stumpffia analamaina,Critically Endangered,NA,NA,NA
Stumpffia kibomena,Endangered,NA,NA,NA
Cophyla maharipeo,Critically Endangered,NA,NA,NA
Cophyla noromalalae,Endangered,NA,NA,NA
Cophyla puellarum,Critically Endangered,NA,NA,NA
Potamonautes gerdalensis,Vulnerable,NA,NA,NA
Potamonautes mutandensis,Endangered,NA,NA,NA
Rhinolophus proconsulis,Endangered,NA,yes,NA
Afrixalus dorsimaculatus,Endangered,NA,NA,NA
Afrixalus sylvaticus,Vulnerable,NA,NA,NA
Kassina jozani,Endangered,NA,NA,NA
Mertensophryne howelli,Endangered,NA,NA,NA
Mertensophryne usambarae,Critically Endangered,NA,NA,NA
Phrynobatrachus ungujae,Endangered,NA,NA,NA
Desmalopex microleucopterus,Endangered,NA,yes,NA
Murina balaensis,Critically Endangered,NA,NA,NA
Aglyptodactylus australis,Endangered,NA,NA,NA
Cornufer vitianus,Endangered,NA,NA,NA
Magnolia nuevoleonensis,Endangered,yes,yes,NA
Leptobrachella sola,Endangered,NA,yes,NA
Atelognathus reverberii,Vulnerable,NA,yes,NA
Odorrana indeprensa,Vulnerable,NA,yes,NA
Megophrys synoria,Vulnerable,NA,yes,NA
Philautus cardamonus,Endangered,NA,yes,NA
Megophrys auralensis,Vulnerable,NA,yes,NA
Rusa unicolor,Vulnerable,NA,NA,NA
Rhombophryne longicrus,Endangered,NA,NA,NA
Calyptocephalella gayi,Vulnerable,NA,NA,NA
Ophioblennius clippertonensis,Vulnerable,NA,NA,NA
Thalassoma robertsoni,Vulnerable,NA,NA,NA
Xyrichtys wellingtoni,Vulnerable,NA,NA,NA
Corylus colchica,Vulnerable,NA,NA,NA
Pristimantis alalocophus,Endangered,NA,NA,NA
Pristimantis albericoi,Critically Endangered,NA,NA,yes
Strabomantis anatipes,Vulnerable,NA,NA,NA
Pristimantis actinolaimus,Endangered,NA,yes,NA
Pristimantis acutirostris,Endangered,NA,NA,NA
Pristimantis affinis,Endangered,NA,NA,NA
Pristimantis aemulatus,Endangered,NA,NA,NA
Rhaebo colomai,Endangered,NA,NA,NA
Atopophrynus syntomopus,Critically Endangered,NA,NA,NA
Pristimantis cuentasi,Endangered,NA,NA,NA
Pristimantis cristinae,Endangered,NA,yes,NA
Pristimantis corniger,Endangered,NA,NA,NA
Bolitoglossa capitana,Critically Endangered,NA,NA,NA
Pristimantis colomai,Vulnerable,NA,NA,NA
Strabomantis cheiroplethus,Endangered,NA,NA,yes
Pristimantis chrysops,Critically Endangered,NA,NA,yes
Pristimantis celator,Vulnerable,NA,NA,NA
Pristimantis capitonis,Endangered,NA,NA,NA
Pristimantis caprifer,Critically Endangered,yes,NA,yes
Pristimantis carmelitae,Endangered,NA,NA,NA
Pristimantis carranguerorum,Endangered,NA,NA,NA
Pristimantis cacao,Critically Endangered,NA,NA,yes
Strabomantis cadenai,Critically Endangered,NA,NA,NA
Pristimantis calcaratus,Vulnerable,NA,NA,NA
Pristimantis bernali,Critically Endangered,yes,NA,yes
Pristimantis bicolor,Vulnerable,NA,NA,NA
Pristimantis bellona,Endangered,NA,NA,NA
Pristimantis batrachites,Endangered,NA,NA,NA
Bolitoglossa pandi,Endangered,NA,NA,NA
Pristimantis bacchus,Endangered,NA,NA,NA
Pristimantis aurantiguttatus,Endangered,NA,NA,NA
Silverstoneia punctiventris,Endangered,NA,NA,NA
Bolitoglossa hypacra,Endangered,NA,NA,NA
Pristimantis apiculatus,Endangered,NA,NA,NA
Diasporus anthrax,Vulnerable,NA,NA,NA
Pristimantis angustilineatus,Endangered,NA,NA,NA
Pristimantis hectus,Vulnerable,NA,NA,NA
Pristimantis helvolus,Endangered,NA,NA,NA
Pristimantis hernandezi,Endangered,NA,NA,NA
Pristimantis hybotragus,Endangered,NA,NA,NA
Strabomantis ingeri,Vulnerable,NA,NA,NA
Pristimantis gladiator,Vulnerable,NA,NA,NA
Pristimantis grandiceps,Endangered,NA,NA,NA
Pristimantis gracilis,Vulnerable,NA,NA,NA
Pristimantis eriphus,Vulnerable,NA,NA,NA
Pristimantis eremitus,Vulnerable,NA,NA,NA
Pristimantis fallax,Vulnerable,NA,NA,NA
Pristimantis carlossanchezi,Endangered,NA,NA,NA
Pristimantis degener,Endangered,NA,NA,NA
Pristimantis diaphonus,Critically Endangered,NA,NA,yes
Pristimantis delicatus,Endangered,NA,NA,NA
Pristimantis deinops,Critically Endangered,NA,NA,yes
Niceforonia dolops,Vulnerable,NA,NA,NA
Pristimantis diogenes,Critically Endangered,NA,NA,yes
Pristimantis elegans,Vulnerable,NA,NA,NA
Pristimantis duende,Vulnerable,NA,NA,NA
Pristimantis dorsopictus,Vulnerable,NA,NA,NA
Tachiramantis douglasi,Vulnerable,NA,NA,NA
Pristimantis myops,Endangered,NA,NA,NA
Pristimantis mnionaetes,Endangered,NA,yes,NA
Rhinella cristinae,Endangered,NA,NA,NA
Pristimantis molybrignus,Critically Endangered,NA,NA,yes
Strabomantis necopinus,Vulnerable,NA,NA,NA
Strabomantis necerus,Critically Endangered,NA,NA,yes
Pristimantis mars,Critically Endangered,NA,NA,NA
Pristimantis maculosus,Vulnerable,NA,NA,NA
Pristimantis merostictus,Vulnerable,NA,yes,NA
Pristimantis lichenoides,Critically Endangered,NA,NA,NA
Pristimantis leucopus,Endangered,NA,NA,NA
Pristimantis lemur,Vulnerable,NA,NA,NA
Pristimantis lutitus,Endangered,NA,NA,NA
Pristimantis loustes,Endangered,NA,NA,NA
Pristimantis juanchoi,Vulnerable,NA,NA,NA
Pristimantis jorgevelosai,Endangered,NA,NA,NA
Pristimantis johannesdei,Vulnerable,NA,NA,NA
Pristimantis jaimei,Critically Endangered,NA,NA,NA
Pristimantis laticlavius,Vulnerable,NA,NA,NA
Niceforonia latens,Vulnerable,NA,NA,NA
Pristimantis lasalleorum,Endangered,NA,NA,NA
Pristimantis kelephus,Critically Endangered,NA,NA,NA
Pristimantis ptochus,Endangered,NA,NA,NA
Pristimantis pugnax,Critically Endangered,NA,NA,yes
Nymphargus cristinae,Endangered,NA,NA,NA
Pristimantis quantus,Endangered,NA,NA,NA
Pristimantis quinquagesimus,Vulnerable,NA,NA,NA
Nymphargus armatus,Critically Endangered,NA,NA,yes
Allobates ignotus,Endangered,NA,NA,NA
Pristimantis polychrus,Vulnerable,NA,NA,NA
Cochranella megistra,Endangered,NA,NA,NA
Pristimantis platychilus,Vulnerable,NA,NA,NA
Nymphargus luteopunctatus,Endangered,NA,NA,NA
Nymphargus luminosus,Endangered,NA,NA,NA
Nymphargus garciae,Vulnerable,NA,NA,NA
Nymphargus ruizi,Vulnerable,NA,NA,NA
Nymphargus rosada,Vulnerable,NA,NA,NA
Sachatamia punctulata,Vulnerable,NA,yes,NA
Nymphargus prasinus,Vulnerable,NA,NA,NA
Pristimantis rosadoi,Vulnerable,NA,NA,NA
Pristimantis renjiforum,Endangered,NA,NA,NA
Pristimantis reclusas,Critically Endangered,NA,NA,NA
Cochranella xanthocheridia,Vulnerable,NA,NA,NA
Pristimantis racemus,Vulnerable,NA,NA,NA
Rhinella rostrata,Critically Endangered,NA,NA,NA
Rhinella ruizi,Vulnerable,NA,yes,NA
Bolitoglossa guaneae,Vulnerable,NA,NA,NA
Rhinella tenrec,Endangered,NA,NA,NA
Pristimantis parectatus,Endangered,NA,NA,NA
Pristimantis ocellatus,Endangered,NA,NA,NA
Centrolene ballux,Endangered,NA,NA,NA
Centrolene geckoideum,Critically Endangered,yes,NA,yes
Pristimantis phalarus,Endangered,NA,NA,NA
Centrolene lynchi,Endangered,NA,NA,NA
Centrolene heloderma,Vulnerable,NA,NA,NA
Centrolene quindianum,Vulnerable,NA,NA,NA
Rulyrana adiazeta,Vulnerable,NA,NA,NA
Ikakogi tayrona,Vulnerable,NA,NA,NA
Centrolene petrophilum,Endangered,NA,NA,NA
Pristimantis uisae,Vulnerable,NA,NA,NA
Pristimantis tribulosus,Critically Endangered,NA,NA,NA
Pristimantis torrenticola,Critically Endangered,NA,NA,NA
Pristimantis viridis,Endangered,NA,NA,NA
Pristimantis viridicans,Endangered,NA,NA,NA
Osornophryne talipes,Vulnerable,NA,NA,NA
Osornophryne percrassa,Vulnerable,NA,NA,NA
Rhinella nicefori,Endangered,NA,NA,NA
Pristimantis veletis,Critically Endangered,NA,NA,NA
Rhinella lindae,Endangered,NA,NA,NA
Rhinella macrorhina,Vulnerable,NA,NA,NA
Pristimantis scolodiscus,Vulnerable,NA,NA,NA
Pristimantis scoloblepharus,Endangered,NA,NA,NA
Pristimantis satagius,Endangered,NA,NA,NA
Pristimantis ruthveni,Endangered,NA,NA,NA
Pristimantis ruedai,Vulnerable,NA,NA,NA
Strabomantis ruizi,Endangered,NA,NA,NA
Pristimantis susaguae,Endangered,NA,NA,NA
Pristimantis supernatis,Vulnerable,NA,NA,NA
Pristimantis sulculus,Vulnerable,NA,NA,NA
Pristimantis suetus,Vulnerable,NA,NA,NA
Pristimantis siopelus,Vulnerable,NA,NA,NA
Pristimantis spilogaster,Critically Endangered,NA,NA,NA
Pristimantis silverstonei,Vulnerable,NA,NA,NA
Pristimantis signifer,Critically Endangered,yes,NA,yes
Pristimantis simoteriscus,Endangered,NA,NA,NA
Andinobates virolinensis,Vulnerable,NA,NA,NA
Andinobates viridis,Critically Endangered,NA,NA,yes
Phyllobates bicolor,Endangered,NA,NA,NA
Phyllobates terribilis,Endangered,NA,NA,NA
Hyloxalus vergeli,Vulnerable,NA,NA,NA
Pristimantis xestus,Vulnerable,NA,NA,NA
Pristimantis xeniolum,Vulnerable,NA,NA,NA
Pristimantis xylochobates,Critically Endangered,yes,NA,yes
Hyloxalus ramosi,Endangered,NA,NA,NA
Geobatrachus walkeri,Endangered,NA,NA,NA
Hyloxalus ruizi,Critically Endangered,NA,NA,NA
Allobates ranoides,Critically Endangered,yes,NA,yes
Oophaga occultator,Critically Endangered,NA,NA,NA
Oophaga lehmanni,Critically Endangered,yes,NA,NA
Silverstoneia dalyi,Endangered,NA,NA,NA
Andinobates bombetes,Vulnerable,NA,NA,NA
Silverstoneia erasmios,Endangered,NA,NA,NA
Hyloxalus edwardsi,Critically Endangered,NA,NA,NA
Hyloxalus fascianigrus,Vulnerable,NA,yes,yes
Hyloxalus pinguis,Endangered,yes,NA,NA
Colostethus mertensi,Vulnerable,NA,NA,NA
Niceforonia adenobrachia,Endangered,NA,NA,NA
Hyalinobatrachium esmeralda,Endangered,NA,NA,NA
Niceforonia brunnea,Endangered,NA,NA,NA
Niceforonia nana,Vulnerable,NA,NA,NA
Colostethus agilis,Endangered,NA,yes,NA
Hyloxalus abditaurantius,Critically Endangered,yes,yes,yes
Gastrotheca aureomaculata,Endangered,NA,NA,NA
Gastrotheca bufona,Vulnerable,NA,NA,NA
Gastrotheca antomia,Critically Endangered,NA,NA,yes
Gastrotheca angustifrons,Critically Endangered,NA,NA,yes
Cryptobatrachus boulengeri,Vulnerable,NA,yes,NA
Hemiphractus johnsoni,Endangered,NA,NA,NA
Gastrotheca trachyceps,Endangered,NA,NA,NA
Gastrotheca orophylax,Vulnerable,NA,NA,NA
Gastrotheca dendronastes,Endangered,NA,NA,yes
Gastrotheca espeletia,Endangered,NA,NA,NA
Hyloscirtus callipeza,Vulnerable,NA,NA,NA
Hyloscirtus caucanus,Endangered,NA,NA,NA
Hyloscirtus denticulentus,Vulnerable,NA,NA,NA
Hyloscirtus lynchi,Critically Endangered,NA,NA,NA
Hyloscirtus sarampiona,Endangered,NA,NA,NA
Hyloscirtus pantostictus,Critically Endangered,NA,NA,NA
Hyloscirtus psarolaimus,Vulnerable,NA,NA,NA
Hyloscirtus piceigularis,Endangered,NA,NA,NA
Hyloscirtus simmonsi,Vulnerable,NA,NA,NA
Hyloscirtus torrenticola,Vulnerable,NA,NA,NA
Atelopus marinkellei,Endangered,yes,yes,NA
Bolitoglossa tatamae,Endangered,NA,NA,NA
Callimedusa perinesos,Endangered,yes,NA,NA
Epicrionops parkeri,Vulnerable,NA,NA,NA
Epicrionops columbianus,Endangered,NA,NA,NA
Andinobates daleswansoni,Endangered,NA,NA,NA
Andinobates cassidyhornae,Vulnerable,NA,yes,NA
Cryptobatrachus ruthveni,Endangered,NA,NA,NA
Cryptobatrachus pedroruizi,Endangered,NA,NA,NA
Pristimantis polemistes,Critically Endangered,NA,NA,NA
Pristimantis zoilae,Endangered,NA,NA,NA
Pristimantis colonensis,Vulnerable,NA,NA,NA
Colostethus ucumari,Endangered,NA,NA,NA
Pleurodema somuncurense,Critically Endangered,NA,NA,NA
Chiasmocleis lacrimae,Endangered,NA,NA,NA
Magnolia tiepii,Critically Endangered,yes,yes,NA
Ptychohyla salvadorensis,Endangered,NA,NA,NA
Martes gwatkinsii,Vulnerable,NA,NA,yes
Litoria raniformis,Endangered,yes,NA,NA
Pleurodeles nebulosus,Vulnerable,NA,NA,NA
Leptobrachium ngoclinhense,Endangered,NA,yes,NA
Pseudophilautus wynaadensis,Endangered,NA,NA,NA
Alytes dickhilleni,Vulnerable,NA,yes,NA
Rhacophorus calcadensis,Endangered,NA,NA,NA
Neurergus crocatus,Vulnerable,NA,NA,NA
Raorchestes tinniens,Endangered,NA,NA,NA
Pseudoeurycea kuautli,Critically Endangered,NA,NA,NA
Leptobrachella pluvialis,Endangered,NA,yes,NA
Duttaphrynus microtympanum,Vulnerable,NA,NA,NA
Atelopus tricolor,Vulnerable,yes,NA,NA
Boophis boppa,Endangered,NA,NA,NA
Rhombophryne ornata,Endangered,NA,NA,NA
Rhombophryne tany,Endangered,NA,NA,NA
Pteropus niger,Endangered,NA,NA,NA
Salamandra lanzai,Vulnerable,NA,yes,NA
Plectrohyla avia,Critically Endangered,yes,NA,NA
Hypopachus barberi,Vulnerable,NA,NA,NA
Lyciasalamandra luschani,Vulnerable,NA,NA,NA
Duttaphrynus beddomii,Endangered,NA,NA,NA
Amolops splendissimus,Vulnerable,NA,yes,NA
Chioglossa lusitanica,Vulnerable,NA,NA,NA
Lyciasalamandra antalyana,Endangered,NA,NA,NA
Bombina pachypus,Endangered,yes,yes,NA
Neurergus microspilotus,Critically Endangered,yes,NA,NA
Amolops vitreus,Vulnerable,NA,yes,NA
Sylvirana faber,Vulnerable,NA,yes,NA
Polyspora gioii,Critically Endangered,yes,yes,yes
Theloderma ryabovi,Endangered,NA,yes,NA
Theloderma petilum,Vulnerable,NA,yes,NA
Atelopus flavescens,Vulnerable,NA,NA,NA
Boreathelphusa uglowi,Endangered,NA,NA,NA
Leptopelis grandiceps,Vulnerable,NA,NA,NA
Oreobates berdemenos,Vulnerable,NA,NA,NA
Oreobates amarakaeri,Vulnerable,NA,NA,NA
Andinobates geminisae,Critically Endangered,NA,yes,NA
Phrynobatrachus pakenhami,Endangered,NA,NA,NA
Rhacophorus calcaneus,Endangered,NA,yes,NA
Amolops cucae,Endangered,NA,yes,NA
Gazella arabica,Vulnerable,NA,NA,yes
Guibemantis diphonus,Critically Endangered,NA,NA,NA
Mus mayori,Vulnerable,NA,NA,NA
Solisorex pearsoni,Endangered,NA,NA,NA
Suncus fellowesgordoni,Endangered,NA,NA,NA
Tylototriton vietnamensis,Endangered,NA,yes,NA
Magnolia fansipanensis,Critically Endangered,NA,NA,yes
Magnolia viridipetala,Endangered,NA,NA,yes
Magnolia sapaensis,Vulnerable,NA,NA,NA
Magnolia sulawesiana,Endangered,yes,NA,NA
Telmatobius macrostomus,Endangered,yes,NA,NA
Boana palaestes,Endangered,NA,NA,NA
Atelopus andinus,Endangered,yes,NA,NA
Atelopus erythropus,Critically Endangered,yes,NA,yes
Atelopus peruensis,Critically Endangered,yes,NA,yes
Atelopus seminiferus,Endangered,NA,NA,NA
Rhinella chavin,Endangered,NA,NA,NA
Nannophryne cophotis,Critically Endangered,NA,NA,yes
Nannophryne corynetes,Endangered,NA,yes,NA
Rhinella nesiotes,Vulnerable,NA,NA,NA
Rhinella vellardi,Endangered,NA,NA,NA
Truebella tothastes,Endangered,NA,NA,NA
Centrolene hesperium,Endangered,NA,NA,NA
Nymphargus phenax,Endangered,NA,NA,NA
Hyloxalus sylvaticus,Endangered,NA,NA,NA
Hyloxalus azureiventris,Endangered,NA,yes,NA
Excidobates captivus,Vulnerable,NA,NA,NA
Ranitomeya fantastica,Vulnerable,NA,NA,NA
Excidobates mysteriosus,Endangered,NA,NA,NA
Ameerega bassleri,Vulnerable,NA,NA,NA
Ameerega cainarachi,Endangered,NA,NA,NA
Ameerega pongoensis,Vulnerable,NA,NA,NA
Ameerega rubriventris,Endangered,NA,NA,NA
Ameerega silverstonei,Endangered,NA,NA,NA
Gastrotheca lateonota,Vulnerable,NA,NA,NA
Gastrotheca ochoai,Endangered,NA,yes,NA
Gastrotheca pacchamama,Endangered,NA,yes,NA
Gastrotheca rebeccae,Endangered,NA,NA,NA
Gastrotheca stictopleura,Endangered,NA,NA,NA
Callimedusa baltea,Endangered,NA,NA,NA
Telmatobius brachydactylus,Endangered,yes,NA,NA
Ceratophrys stolzmanni,Vulnerable,yes,NA,yes
Niceforonia araiodactyla,Endangered,NA,NA,NA
Pristimantis ardalonychus,Endangered,NA,NA,NA
Pristimantis ceuthospilus,Vulnerable,NA,NA,NA
Pristimantis cosnipatae,Critically Endangered,yes,NA,yes
Pristimantis metabates,Endangered,NA,NA,NA
Pristimantis petrobardus,Endangered,NA,NA,NA
Pristimantis pinguis,Endangered,NA,NA,NA
Pristimantis proserpens,Vulnerable,NA,NA,NA
Pristimantis rhodoplichus,Endangered,NA,NA,NA
Pristimantis rufioculis,Vulnerable,NA,NA,NA
Pristimantis schultei,Vulnerable,NA,NA,NA
Pristimantis serendipitus,Endangered,NA,NA,NA
Psychrophrynella bagrecito,Critically Endangered,NA,NA,NA
Phrynopus barthlenae,Endangered,NA,NA,NA
Bryophryne cophites,Endangered,NA,yes,NA
Phrynopus dagmarae,Endangered,NA,NA,NA
Phrynopus heimorum,Critically Endangered,NA,NA,NA
Phrynopus horstpauli,Endangered,NA,yes,NA
Phrynopus juninensis,Critically Endangered,NA,NA,NA
Phrynopus kauneorum,Endangered,NA,NA,NA
Niceforonia lucida,Endangered,NA,yes,NA
Phrynopus montium,Endangered,NA,NA,NA
Lynchius nebulanastes,Endangered,NA,NA,NA
Lynchius parkeri,Endangered,NA,NA,NA
Phrynopus peruanus,Critically Endangered,NA,yes,NA
Pristimantis simonsii,Vulnerable,NA,NA,NA
Noblella lynchi,Endangered,NA,NA,NA
Telmatobius atahualpai,Vulnerable,NA,NA,NA
Telmatobius rimac,Vulnerable,NA,NA,NA
Oreobates lundbergi,Endangered,NA,NA,NA
Gastrotheca atympana,Vulnerable,NA,NA,NA
Pristimantis ornatus,Endangered,NA,NA,NA
Nymphargus mixomaculatus,Critically Endangered,NA,NA,NA
Atelopus pyrodactylus,Critically Endangered,yes,NA,NA
Pristimantis albertus,Vulnerable,NA,NA,NA
Rhinella yanachaga,Endangered,NA,NA,NA
Microkayla boettgeri,Critically Endangered,NA,NA,NA
Pristimantis wagteri,Endangered,NA,NA,NA
Oreobates ayacucho,Endangered,NA,yes,NA
Pristimantis cordovae,Endangered,NA,yes,NA
Pristimantis pardalinus,Endangered,NA,NA,NA
Atelopus epikeisthos,Endangered,NA,NA,NA
Atelopus eusebiodiazi,Critically Endangered,yes,NA,yes
Atelopus oxapampae,Endangered,yes,NA,NA
Hyloxalus insulatus,Vulnerable,NA,yes,NA
Ranitomeya summersi,Endangered,NA,NA,NA
Ranitomeya benedicta,Vulnerable,NA,NA,NA
Atelopus podocarpus,Critically Endangered,yes,NA,yes
Ameerega pepperi,Vulnerable,NA,NA,NA
Ameerega yoshina,Endangered,NA,NA,NA
Centrolene sabini,Vulnerable,NA,NA,NA
Gastrotheca nebulanastes,Endangered,NA,NA,NA
Gastrotheca pachachacae,Vulnerable,NA,NA,NA
Gastrotheca phelloderma,Vulnerable,NA,NA,NA
Boana gladiator,Vulnerable,NA,NA,NA
Phrynopus vestigiatus,Endangered,NA,NA,NA
Telmatobius ventriflavum,Critically Endangered,NA,NA,NA
Boana tetete,Vulnerable,NA,NA,NA
Rhinella arequipensis,Endangered,NA,NA,NA
Noblella madreselva,Critically Endangered,NA,NA,NA
Pseudophilautus decoris,Critically Endangered,NA,NA,NA
Pseudophilautus hallidayi,Vulnerable,NA,NA,NA
Papurana waliesa,Vulnerable,NA,NA,NA
Indosylvirana aurantiaca,Vulnerable,NA,NA,NA
Isthmura bellii,Vulnerable,NA,NA,NA
Isthmura gigantea,Critically Endangered,NA,NA,NA
Equus grevyi,Endangered,NA,yes,NA
Ecnomiohyla veraguensis,Endangered,NA,NA,NA
Hyalinobatrachium anachoretus,Endangered,NA,NA,NA
Crocidura zimmermanni,Endangered,NA,NA,NA
Gerbillus hesperinus,Endangered,NA,yes,NA
Microtus bavaricus,Critically Endangered,NA,NA,NA
Ingerophrynus kumquat,Endangered,NA,NA,NA
Kalophrynus palmatissimus,Endangered,NA,NA,NA
Potamonautes subukia,Vulnerable,NA,NA,NA
Limnonectes nitidus,Endangered,NA,NA,NA
Abies nebrodensis,Critically Endangered,yes,yes,yes
Fejervarya murthii,Critically Endangered,NA,NA,NA
Fejervarya nilagirica,Endangered,NA,NA,NA
Leptobrachella isos,Vulnerable,NA,yes,NA
Pulchrana centropeninsularis,Endangered,NA,NA,NA
Uperodon mormorata,Endangered,NA,NA,NA
Uperodon nagaoi,Vulnerable,NA,NA,NA
Uperodon palmatus,Endangered,NA,NA,NA
Uperodon triangularis,Vulnerable,NA,NA,NA
Ingerophrynus gollum,Endangered,NA,NA,NA
Microhyla annectens,Vulnerable,NA,NA,NA
Cercocebus lunulatus,Endangered,NA,yes,NA
Sicista trizona,Endangered,NA,NA,NA
Allochrocebus lhoesti,Vulnerable,NA,NA,NA
Cercopithecus lowei,Vulnerable,NA,yes,NA
Cercopithecus diana,Endangered,NA,yes,NA
Cercopithecus roloway,Critically Endangered,yes,yes,NA
Leptobrachella kecil,Critically Endangered,NA,NA,NA
Ansonia jeetsukumarani,Vulnerable,NA,NA,NA
Piliocolobus gordonorum,Vulnerable,NA,NA,NA
Piliocolobus preussi,Critically Endangered,NA,NA,NA
Piliocolobus pennantii,Critically Endangered,NA,NA,NA
Piliocolobus epieni,Critically Endangered,NA,NA,NA
Piliocolobus semlikiensis,Vulnerable,NA,NA,NA
Piliocolobus foai,Endangered,NA,yes,NA
Piliocolobus tephrosceles,Endangered,NA,yes,NA
Encephalartos woodii,Extinct in the Wild,yes,NA,NA
Ansonia vidua,Critically Endangered,NA,NA,NA
Chiromantis trilaksonoi,Endangered,NA,NA,NA
Chiromantis nauli,Endangered,NA,NA,NA
Alcalus sariba,Endangered,NA,NA,NA
Otomops harrisoni,Vulnerable,NA,yes,NA
Hipposideros pendlebury,Vulnerable,NA,yes,yes
Hipposideros alongensis,Vulnerable,NA,yes,yes
Eudiscoderma thongareeae,Critically Endangered,NA,NA,NA
Rhinopoma hadramauticum,Endangered,NA,yes,yes
Rhinolophus belligerator,Endangered,NA,yes,NA
Alexteroon jynx,Critically Endangered,NA,NA,NA
Amnirana asperrima,Vulnerable,NA,NA,NA
Arlequinus krebsi,Endangered,NA,NA,NA
Astylosternus fallax,Vulnerable,NA,NA,NA
Astylosternus laurenti,Endangered,NA,NA,NA
Astylosternus nganhanus,Critically Endangered,NA,NA,NA
Astylosternus perreti,Endangered,NA,NA,NA
Astylosternus schioetzi,Endangered,NA,NA,NA
Cardioglossa annulata,Endangered,NA,NA,NA
Cardioglossa alsco,Endangered,NA,NA,NA
Cardioglossa schioetzi,Vulnerable,NA,NA,NA
Conraua robusta,Vulnerable,NA,NA,NA
Conraua goliath,Endangered,yes,NA,NA
Hyperolius leleupi,Endangered,NA,NA,NA
Limnonectes kenepaiensis,Vulnerable,NA,NA,NA
Piliocolobus lulindicus,Endangered,NA,NA,NA
Werneria iboundji,Critically Endangered,NA,NA,NA
Werneria mertensiana,Critically Endangered,yes,NA,NA
Werneria preussi,Endangered,NA,NA,NA
Werneria submontana,Endangered,NA,NA,NA
Werneria tandyi,Critically Endangered,yes,NA,NA
Leptodactylodon albiventris,Endangered,NA,NA,NA
Leptodactylodon bueanus,Endangered,NA,NA,NA
Leptodactylodon ornatus,Endangered,NA,NA,NA
Occidozyga floresiana,Vulnerable,NA,NA,NA
Oreophryne rookmaakeri,Endangered,NA,NA,NA
Oreophryne zimmeri,Endangered,NA,NA,NA
Philautus cornutus,Endangered,NA,NA,NA
Leptodactylodon polyacanthus,Vulnerable,NA,NA,NA
Leptodactylodon stevarti,Endangered,NA,NA,NA
Leptodactylodon ventrimarmoratus,Vulnerable,NA,NA,NA
Leptodactylodon wildi,Critically Endangered,NA,NA,NA
Atelognathus praebasalticus,Endangered,NA,NA,NA
Nothofagus stylosa,Critically Endangered,yes,yes,NA
Nothofagus womersleyi,Critically Endangered,yes,yes,NA
Nothofagus nuda,Critically Endangered,yes,NA,NA
Nothofagus crenata,Vulnerable,yes,yes,NA
Nothofagus macrocarpa,Vulnerable,NA,yes,NA
Nothofagus moorei,Vulnerable,NA,NA,NA
Xenopus itombwensis,Endangered,NA,NA,NA
Astacoides betsileoensis,Vulnerable,NA,NA,NA
Astacoides caldwelli,Vulnerable,NA,NA,NA
